Name	Package	Protection
com.google.android.gms.permission.INTERNAL_BROADCAST	com.google.android.gms	2
android.permission.PACKAGE_USAGE_STATS	android	114
android.permission.WRITE_PROFILE	android	
android.permission.MOUNT_UNMOUNT_FILESYSTEMS	android	18
android.permission.GET_ACCOUNTS_PRIVILEGED	android	18
android.permission.READ_PRINT_SERVICE_RECOMMENDATIONS	android	1026
android.permission.TETHER_PRIVILEGED	android	18
android.permission.WRITE_SECURE_SETTINGS	android	50
android.permission.SERIAL_PORT	android	18
android.permission.BIND_NOTIFICATION_LISTENER_SERVICE	android	2
android.permission.BIND_SCREENING_SERVICE	android	18
android.permission.FORCE_PERSISTABLE_URI_PERMISSIONS	android	2
android.permission.UNLIMITED_SHORTCUTS_API_CALLS	android	65538
android.permission.CAPTURE_AUDIO_OUTPUT	android	18
android.permission.BIND_MIDI_DEVICE_SERVICE	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.grandcentral	com.google.android.gsf	2
com.google.android.gms.auth.proximity.permission.SMS_CONNECT_SETUP_REQUESTED	com.google.android.gms	2
android.permission.ACCESS_COARSE_LOCATION	android	4097
android.permission.MOVE_PACKAGE	android	18
com.google.sensor.elmyra.permission.USE_RAW_SENSOR	com.android.systemui	1026
android.permission.SET_ACTIVITY_WATCHER	android	2
com.google.android.apps.messaging.services.ACCESS_JIBESERVICE	com.google.android.apps.messaging	
android.permission.READ_BLOCKED_NUMBERS	android	2
com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED	com.google.android.apps.wallpaper	2
android.permission.STATUS_BAR_SERVICE	android	2
android.permission.READ_SEARCH_INDEXABLES	android	18
android.permission.READ_PHONE_STATE	android	1
android.permission.NFC_HANDOVER_STATUS	android	18
android.permission.SCORE_NETWORKS	android	18
android.permission.PROVISION_MANAGED_DEVICE_SILENTLY	com.android.managedprovisioning	1026
android.permission.DIAGNOSTIC	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.jotspot	com.google.android.gsf	2
android.permission.ACCESS_LOCATION_EXTRA_COMMANDS	android	
android.permission.RECEIVE_WIFI_CREDENTIAL_CHANGE	android	18
android.permission.READ_PRIVILEGED_PHONE_STATE	android	18
com.google.android.gms.permission.GOOGLE_PAY	com.google.android.gms	2
android.permission.UPDATE_LOCK_TASK_PACKAGES	android	2050
android.permission.ACCESS_IMS_CALL_SERVICE	android	18
android.permission.TRIGGER_TIME_ZONE_RULES_CHECK	android	2
android.permission.SEND_SMS	android	1
android.permission.ACCESS_DOWNLOAD_MANAGER	com.android.providers.downloads	18
android.permission.BROADCAST_STICKY	android	
android.permission.INSTALL_PACKAGE_UPDATES	android	18
com.google.android.gms.chimera.permission.QUERY_MODULES	com.google.android.gms	2
android.permission.ASEC_ACCESS	android	2
android.permission.BIND_REMOTE_DISPLAY	android	2
android.permission.BLUETOOTH_PRIVILEGED	android	18
android.permission.NETWORK_STACK	android	2
com.google.android.gms.permission.CAR	com.google.android.gms	2
android.permission.SET_ALWAYS_FINISH	android	50
android.permission.CALL_PHONE	android	1
com.android.companiondevicemanager.permission.BIND	com.android.companiondevicemanager	2
android.permission.HARDWARE_TEST	android	2
com.google.android.elmyra.permission.CONFIGURE_ASSIST_GESTURE	com.android.systemui	1026
com.google.android.videos.permission.INVALIDATE_AUTH_TOKENS	com.google.android.videos	2
android.permission.ASEC_CREATE	android	2
android.permission.QUERY_TIME_ZONE_RULES	android	18
com.google.android.apps.restore.RESET_FLOW_PERMISSION	com.google.android.apps.restore	2
android.permission.WRITE_SMS	android	
com.google.android.gm.permission.READ_GMAIL	com.google.android.gm	2
android.permission.CONTROL_DISPLAY_BRIGHTNESS	android	2
android.permission.SUBSTITUTE_NOTIFICATION_APP_NAME	android	18
com.google.android.xmpp.permission.BROADCAST	com.google.android.gsf	18
com.google.android.xmpp.permission.SEND_RECEIVE	com.google.android.gsf	2
android.intent.category.MASTER_CLEAR.permission.C2D_MESSAGE	android	2
android.permission.BIND_AUTOFILL_SERVICE	android	2
android.permission.WRITE_CONTACTS	android	1
android.permission.ACCESS_KEYGUARD_SECURE_STORAGE	android	2
android.permission.BIND_JOB_SERVICE	android	2
android.permission.CONFIRM_FULL_BACKUP	android	2
android.permission.CAPTURE_SECURE_VIDEO_OUTPUT	android	18
com.google.android.googleapps.permission.GOOGLE_AUTH.goanna_mobile	com.google.android.gsf	
android.permission.SET_TIME	android	18
android.permission.WRITE_APN_SETTINGS	android	18
com.google.android.xmpp.permission.XMPP_ENDPOINT_BROADCAST	com.google.android.gsf	18
com.google.android.providers.settings.permission.WRITE_GSETTINGS	com.google.android.gsf	2
android.permission.CHANGE_WIFI_STATE	android	
android.permission.BIND_COMPANION_DEVICE_MANAGER_SERVICE	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.adsense	com.google.android.gsf	2
android.permission.BIND_PACKAGE_VERIFIER	android	2
android.permission.READ_INSTALL_SESSIONS	android	
com.google.android.googleapps.permission.GOOGLE_AUTH.adwords	com.google.android.gsf	2
android.permission.MANAGE_IPSEC_TUNNELS	android	66
android.permission.MODIFY_CELL_BROADCASTS	android	18
android.permission.MODIFY_DAY_NIGHT_MODE	android	18
android.permission.BIND_ROUTE_PROVIDER	android	2
android.permission.RECEIVE_STK_COMMANDS	android	18
android.permission.GET_PASSWORD	android	2
android.permission.BIND_CARRIER_MESSAGING_SERVICE	android	18
android.permission.NETWORK_SETUP_WIZARD	android	2050
android.permission.ACCESS_BLUETOOTH_SHARE	com.android.bluetooth	2
android.permission.OBSERVE_APP_USAGE	android	18
android.permission.PACKAGE_VERIFICATION_AGENT	android	18
com.google.android.apps.maps.permission.PREFETCH	com.google.android.apps.maps	2
android.permission.SET_ORIENTATION	android	2
android.permission.REVOKE_RUNTIME_PERMISSIONS	android	770
android.permission.BIND_EUICC_SERVICE	android	2
android.permission.BIND_VISUAL_VOICEMAIL_SERVICE	android	18
android.permission.MANAGE_USERS	android	18
com.google.android.gm.email.permission.ACCESS_PROVIDER	com.google.android.gm	2
com.google.android.gms.contextmanager.CONTEXT_MANAGER_RESTARTED_BROADCAST	com.google.android.gms	2
android.permission.SET_PREFERRED_APPLICATIONS	android	514
android.permission.BIND_TV_REMOTE_SERVICE	android	18
android.permission.FLASHLIGHT	android	
android.permission.DELETE_CACHE_FILES	android	18
android.permission.SET_WALLPAPER_COMPONENT	android	18
android.permission.ACCESS_UCE_PRESENCE_SERVICE	android	18
android.permission.ACCESS_NETWORK_STATE	android	4096
android.permission.BIND_CONDITION_PROVIDER_SERVICE	android	2
android.permission.SET_DISPLAY_OFFSET	android	18
android.permission.ACCESS_MTP	android	18
android.permission.DISABLE_KEYGUARD	android	
android.permission.BACKUP	android	18
android.permission.INTERNAL_DELETE_CACHE_FILES	android	2
android.permission.ACCEPT_HANDOVER	android	1
android.permission.PROCESS_CALLLOG_INFO	com.android.server.telecom	18
com.google.android.googleapps.permission.GOOGLE_AUTH.youtube	com.google.android.gsf	2
com.google.android.gms.carsetup.DRIVING_MODE_MANAGER	com.google.android.gms	2
android.permission.CAMERA	android	4097
android.permission.CHANGE_CONFIGURATION	android	50
android.permission.USER_ACTIVITY	android	18
android.permission.LOCAL_MAC_ADDRESS	android	18
com.google.android.gms.permission.SHOW_PAYMENT_CARD_DETAILS	com.google.android.gms	2
android.permission.READ_LOGS	android	50
com.google.android.apps.maps.permission.C2D_MESSAGE	com.google.android.apps.maps	2
android.permission.COPY_PROTECTED_DATA	android	2
com.google.android.gms.magictether.permission.SCANNED_DEVICE	com.google.android.gms	2
android.permission.BIND_AUTOFILL_FIELD_CLASSIFICATION_SERVICE	android	2
android.permission.ASEC_DESTROY	android	2
android.permission.INTERACT_ACROSS_USERS	android	50
android.permission.SET_WALLPAPER	android	
android.permission.ASEC_RENAME	android	2
com.google.android.gms.permission.ACTIVITY_RECOGNITION	com.google.android.gms	
com.google.android.googleapps.permission.GOOGLE_AUTH.android	com.google.android.gsf	2
android.permission.SET_KEYBOARD_LAYOUT	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.finance	com.google.android.gsf	2
android.permission.USE_DATA_IN_BACKGROUND	android	2
android.permission.WRITE_CALENDAR	android	1
android.permission.UPDATE_CONFIG	android	18
android.permission.ACCESS_NETWORK_CONDITIONS	android	18
android.permission.WRITE_CALL_LOG	android	1
android.permission.BIND_NOTIFICATION_ASSISTANT_SERVICE	android	2
android.permission.READ_DREAM_STATE	android	18
android.permission.QUERY_DO_NOT_ASK_CREDENTIALS_ON_BOOT	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.dodgeball	com.google.android.gsf	2
com.google.android.launcher.permission.RECEIVE_FIRST_LOAD_BROADCAST	com.google.android.googlequicksearchbox	18
com.google.android.gms.permission.BIND_PAYMENTS_CALLBACK_SERVICE	com.google.android.gms	2
android.permission.UPDATE_LOCK	android	18
android.permission.ACCESS_LOWPAN_STATE	android	18
android.permission.READ_NETWORK_USAGE_HISTORY	android	18
android.permission.ACCESS_DRM_CERTIFICATES	android	18
com.google.android.gsf.permission.C2D_MESSAGE	com.google.android.gsf	2
com.google.android.apps.docs.permission.READ_MY_DATA	com.google.android.apps.docs	2
android.permission.DISABLE_HIDDEN_API_CHECKS	android	2
